 ,Label,Area,Mean,Min,Max,X,Y,XM,YM,Perim.,Major,Minor,Angle,Feret,IntDen,RawIntDen,FeretX,FeretY,FeretAngle,MinFeret,MinThr,MaxThr
222,C2-Composite.tif,2299,255,255,255,939.504,1852.832,939.504,1852.832,207.522,63.672,45.973,8.694,67.469,586245,586245,904,1844,168.024,48.534,0,0
223,C2-Composite.tif,4625,255,255,255,2946.62,1875.524,2946.62,1875.524,350.132,82.226,71.617,153.544,87.92,1179375,1179375,2923,1834,123.871,70.835,0,0
224,C2-Composite.tif,2488,255,255,255,3864.118,1901.514,3864.118,1901.514,291.865,61.589,51.435,106.322,80.654,634440,634440,3863,1853,107.312,55,0,0
225,C2-Composite.tif,1655,255,255,255,423.302,1880.108,423.302,1880.108,208.35,48.105,43.804,100.762,65.115,422025,422025,391,1901,42.51,48.717,0,0
226,C2-Composite.tif,1918,255,255,255,3608.414,1904.947,3608.414,1904.947,185.137,62.061,39.349,173.069,65.008,489090,489090,3575,1900,179.119,40.261,0,0
227,C2-Composite.tif,6952,255,255,255,3426.339,1961.18,3426.339,1961.18,393.345,108.159,81.838,71.875,115.248,1772760,1772760,3401,2006,59.207,90.988,0,0
228,C2-Composite.tif,2480,255,255,255,446.826,1951.6,446.826,1951.6,256.392,75.492,41.828,31.369,87.864,632400,632400,414,1975,41.309,48.699,0,0
229,C2-Composite.tif,3067,255,255,255,1684.264,1970.39,1684.264,1970.39,352.132,67.895,57.516,10.044,84.054,782085,782085,1642,1959,177.955,59.384,0,0
230,C2-Composite.tif,2193,255,255,255,2156.915,1975.072,2156.915,1975.072,198.593,59.19,47.174,50.08,64.14,559215,559215,2139,2002,59.036,50.181,0,0
231,C2-Composite.tif,5088,255,255,255,3257.219,2019.954,3257.219,2019.954,324.375,89.54,72.351,89.364,105.119,1297440,1297440,3248,2071,78.476,73.736,0,0
232,C2-Composite.tif,1964,255,255,255,2222.712,1995.036,2222.712,1995.036,186.693,50.485,49.533,10.883,52.953,500820,500820,2197,2000,10.886,50.799,0,0
233,C2-Composite.tif,6527,255,255,255,667.408,2026.671,667.408,2026.671,442.156,103.502,80.293,28.155,118.596,1664385,1664385,617,2045,17.671,86.491,0,0
234,C2-Composite.tif,1751,255,255,255,1960.696,2016.908,1960.696,2016.908,176.894,53.709,41.509,1.333,56.613,446505,446505,1934,2010,162.525,43.007,0,0
235,C2-Composite.tif,6136,255,255,255,433.829,2061.104,433.829,2061.104,432.399,90.033,86.775,59.062,106.301,1564680,1564680,418,2111,85.684,88.948,0,0
236,C2-Composite.tif,1833,255,255,255,1928.854,2057.706,1928.854,2057.706,202.551,54.598,42.746,101.92,58.523,467415,467415,1915,2082,70.017,45.231,0,0
237,C2-Composite.tif,1638,255,255,255,1980.617,2052.022,1980.617,2052.022,173.238,48.677,42.845,17.993,51.478,417690,417690,1965,2072,60.945,43.323,0,0
238,C2-Composite.tif,2069,255,255,255,3134.235,2075.748,3134.235,2075.748,180.309,55.125,47.788,159.995,56.754,527595,527595,3107,2069,165.719,48.699,0,0
239,C2-Composite.tif,1943,255,255,255,3440.698,2092.205,3440.698,2092.205,256.191,50.585,48.906,2.116,70.605,495465,495465,3414,2090,164.389,51.817,0,0
240,C2-Composite.tif,7531,255,255,255,615.063,2140.997,615.063,2140.997,580.808,105.037,91.289,134.471,123.016,1920405,1920405,610,2081,90.932,99.046,0,0
241,C2-Composite.tif,1598,255,255,255,1932.69,2103.651,1932.69,2103.651,163.196,47.065,43.23,56.867,51.088,407490,407490,1916,2124,40.236,44.461,0,0
242,C2-Composite.tif,1720,255,255,255,162.114,2116.176,162.114,2116.176,173.681,61.482,35.62,132.083,66.708,438600,438600,137,2096,139.865,38.552,0,0
243,C2-Composite.tif,1374,255,255,255,2778.543,2116.354,2778.543,2116.354,150.752,45.87,38.139,108.237,49.041,350370,350370,2768,2093,110.283,40,0,0
244,C2-Composite.tif,1843,255,255,255,112.346,2138.503,112.346,2138.503,244.836,54.329,43.192,147.812,69.426,469965,469965,88,2108,138.504,47.246,0,0
245,C2-Composite.tif,4080,255,255,255,2483.71,2149.702,2483.71,2149.702,269.362,73.676,70.509,109.84,76.694,1040400,1040400,2457,2121,140.29,71.918,0,0
246,C2-Composite.tif,1277,255,255,255,3176.297,2145.693,3176.297,2145.693,179.48,48.378,33.609,100.283,52.631,325635,325635,3174,2118,104.3,39.845,0,0
247,C2-Composite.tif,1655,255,255,255,3434.06,2147.336,3434.06,2147.336,197.865,55.618,37.888,42.996,64.07,422025,422025,3415,2175,55.814,39.468,0,0
248,C2-Composite.tif,2876,255,255,255,2749.153,2168.928,2749.153,2168.928,220.492,70.6,51.867,137.342,70.831,733380,733380,2717,2153,149.452,52.846,0,0
249,C2-Composite.tif,1507,255,255,255,169.493,2158.393,169.493,2158.393,172.167,50.233,38.197,11.457,53.46,384285,384285,140,2156,7.524,38.924,0,0
250,C2-Composite.tif,1901,255,255,255,3675.192,2183.737,3675.192,2183.737,190.593,56.081,43.16,86.64,66.37,484755,484755,3673,2215,83.946,45,0,0
251,C2-Composite.tif,1797,255,255,255,3265.877,2179.467,3265.877,2179.467,196.936,50.256,45.527,81.628,55.803,458235,458235,3242,2194,36.254,46.542,0,0
252,C2-Composite.tif,2219,255,255,255,3740.728,2187.743,3740.728,2187.743,204.894,61.743,45.759,10.328,62.298,565845,565845,3712,2201,18.726,47.183,0,0
253,C2-Composite.tif,1861,255,255,255,3326.168,2188.504,3326.168,2188.504,209.907,52.128,45.455,72.716,61.033,474555,474555,3309,2219,55.008,46.99,0,0
254,C2-Composite.tif,1793,255,255,255,3498.502,2192.506,3498.502,2192.506,217.421,54.836,41.631,68.327,61.057,457215,457215,3490,2222,58.392,48.79,0,0
255,C2-Composite.tif,1742,255,255,255,3539.481,2199.503,3539.481,2199.503,187.966,54.278,40.863,112.188,60.166,444210,444210,3522,2172,111.448,44.029,0,0
256,C2-Composite.tif,2730,255,255,255,3347.845,2230.57,3347.845,2230.57,245.463,77.897,44.623,45.719,81.302,696150,696150,3309,2254,31.931,48.365,0,0
257,C2-Composite.tif,1500,255,255,255,2684.531,2229.581,2684.531,2229.581,231.765,66.182,28.858,164.386,78.313,382500,382500,2639,2223,174.872,37.912,0,0
258,C2-Composite.tif,3926,255,255,255,128.246,2254.842,128.246,2254.842,300.291,73.858,67.681,95.282,85.703,1001130,1001130,103,2219,131.689,68.165,0,0
259,C2-Composite.tif,2925,255,255,255,3174.685,2252.436,3174.685,2252.436,230.978,63.484,58.664,62.711,66.491,745875,745875,3168,2286,77.845,60.076,0,0
260,C2-Composite.tif,1661,255,255,255,1161.286,2248.239,1161.286,2248.239,170.208,47.458,44.562,156.215,52.555,423555,423555,1140,2231,158.806,45.488,0,0
261,C2-Composite.tif,1486,255,255,255,3527.242,2253.678,3527.242,2253.678,164.267,51.111,37.018,61.184,60.033,378930,378930,3514,2281,60.018,41.719,0,0
262,C2-Composite.tif,5530,255,255,255,2719.401,2284.069,2719.401,2284.069,461.571,86.964,80.964,113.482,109.124,1410150,1410150,2670,2258,138.715,85.142,0,0
263,C2-Composite.tif,1792,255,255,255,3488.443,2263.729,3488.443,2263.729,175.924,51.45,44.347,133.355,57.689,456960,456960,3465,2250,146.31,45.877,0,0
264,C2-Composite.tif,2095,255,255,255,1193.911,2275.212,1193.911,2275.212,185.38,63.446,42.043,52.627,65.437,534225,534225,1173,2300,51.203,42.682,0,0
265,C2-Composite.tif,2216,255,255,255,1175.91,2329.227,1175.91,2329.227,217.078,56.625,49.827,110.909,66.483,565080,565080,1171,2300,105.709,53.6,0,0
266,C2-Composite.tif,2205,255,255,255,2440.49,2356.873,2440.49,2356.873,192.309,53.781,52.202,94.307,59.464,562275,562275,2416,2375,47.726,52.9,0,0
267,C2-Composite.tif,2485,255,255,255,2389.444,2368.677,2389.444,2368.677,192.409,60.986,51.88,65.483,63.246,633675,633675,2376,2396,71.565,54.694,0,0
268,C2-Composite.tif,6396,255,255,255,2987.417,2389.533,2987.417,2389.533,366.902,103.974,78.324,2.616,108.167,1630980,1630980,2935,2391,176.82,85.505,0,0
269,C2-Composite.tif,3614,255,255,255,1144.998,2406.117,1144.998,2406.117,353.203,70.541,65.231,29.298,82.292,921570,921570,1130,2372,115.942,68.708,0,0
270,C2-Composite.tif,1721,255,255,255,3637.496,2410.623,3637.496,2410.623,188.409,48.23,45.433,77.71,61.294,438855,438855,3623,2379,95.618,45,0,0
271,C2-Composite.tif,1593,255,255,255,3697.447,2411.071,3697.447,2411.071,171.037,52.892,38.348,80.958,62.968,406215,406215,3691,2441,79.939,41.416,0,0
272,C2-Composite.tif,6103,255,255,255,927.552,2434.152,927.552,2434.152,518.34,115.933,67.026,133.627,130.484,1556265,1556265,872,2398,139.351,73.278,0,0
273,C2-Composite.tif,4045,255,255,255,2737.082,2433.598,2737.082,2433.598,369.931,84.409,61.016,88.248,91.761,1031475,1031475,2715,2472,69.59,72.978,0,0
274,C2-Composite.tif,1956,255,255,255,2392.989,2418.868,2392.989,2418.868,192.208,55.389,44.963,1.429,60.208,498780,498780,2362,2416,175.236,50.517,0,0
275,C2-Composite.tif,1684,255,255,255,3659.56,2444.318,3659.56,2444.318,218.149,52.058,41.187,21.312,60.075,429420,429420,3630,2443,2.862,51.471,0,0
276,C2-Composite.tif,2707,255,255,255,2570.636,2455.588,2570.636,2455.588,224.635,67.655,50.945,136.523,73.756,690285,690285,2551,2423,130.601,50.912,0,0
277,C2-Composite.tif,4847,255,255,255,38.359,2471.26,38.359,2471.26,312.676,84.786,72.788,52.731,86.833,1235985,1235985,15,2509,61.074,76.939,0,0
278,C2-Composite.tif,3191,255,255,255,2548.022,2499.203,2548.022,2499.203,263.362,85.758,47.376,140.661,91.417,813705,813705,2526,2455,120.211,47.2,0,0
279,C2-Composite.tif,1071,255,255,255,1027.533,2483.711,1027.533,2483.711,250.534,52.032,26.208,96.723,58.052,273105,273105,1019,2459,100.923,32.797,0,0
280,C2-Composite.tif,1527,255,255,255,995.117,2491.805,995.117,2491.805,178.794,49.758,39.074,150.269,56.08,389385,389385,976,2469,140.064,42.63,0,0
281,C2-Composite.tif,4621,255,255,255,883.648,2525.869,883.648,2525.869,423.428,80.013,73.534,128.456,100.21,1178355,1178355,862,2579,53.931,79.551,0,0
282,C2-Composite.tif,2823,255,255,255,3552.341,2523.306,3552.341,2523.306,214.593,62.536,57.477,131.119,64.661,719865,719865,3532,2499,129.352,58.585,0,0
283,C2-Composite.tif,3206,255,255,255,2690.798,2559.379,2690.798,2559.379,241.421,73.598,55.463,94.4,77.078,817530,817530,2685,2521,112.906,56.501,0,0
284,C2-Composite.tif,1917,255,255,255,2426.191,2552.18,2426.191,2552.18,198.936,59.949,40.715,83.091,62.394,488835,488835,2419,2585,83.558,43.38,0,0
285,C2-Composite.tif,1760,255,255,255,2367.285,2559.19,2367.285,2559.19,183.037,57.428,39.021,86.423,60.828,448800,448800,2361,2590,80.538,41.487,0,0
